latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.100006,3.699997,4.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),cloudcover (%),windspeed_10m (km/h),windgusts_10m (km/h)
2023-05-22T09:00,16.5,0.00,0.00,0.00,0.00,61,12.7,28.8
2023-05-22T10:00,17.5,0.00,0.00,0.00,0.00,100,11.3,30.6
2023-05-22T11:00,18.1,0.00,0.00,0.00,0.00,76,13.4,32.8
2023-05-22T12:00,18.4,0.00,0.00,0.00,0.00,99,13.1,33.8
2023-05-22T13:00,18.0,0.00,0.00,0.00,0.00,69,14.5,35.6
2023-05-22T14:00,17.2,0.00,0.00,0.00,0.00,59,15.9,33.8
2023-05-22T15:00,16.9,0.00,0.00,0.00,0.00,46,16.6,31.7
2023-05-22T16:00,16.6,0.00,0.00,0.00,0.00,56,17.1,34.6
2023-05-22T17:00,15.8,0.00,0.00,0.00,0.00,13,15.8,34.2
2023-05-22T18:00,15.0,0.00,0.00,0.00,0.00,7,14.6,30.6
2023-05-22T19:00,13.9,0.00,0.00,0.00,0.00,8,14.5,27.0
2023-05-22T20:00,12.8,0.00,0.00,0.00,0.00,19,15.9,28.8
2023-05-22T21:00,11.9,0.00,0.00,0.00,0.00,38,16.3,29.9
2023-05-22T22:00,11.5,0.00,0.00,0.00,0.00,45,16.1,29.5
2023-05-22T23:00,11.4,0.00,0.00,0.00,0.00,60,16.5,28.1
2023-05-23T00:00,11.4,0.00,0.00,0.00,0.00,90,15.2,27.7
2023-05-23T01:00,11.4,0.00,0.00,0.00,0.00,90,15.9,27.7
2023-05-23T02:00,11.5,0.00,0.00,0.00,0.00,90,15.9,28.1
2023-05-23T03:00,11.5,0.00,0.00,0.00,0.00,87,16.2,28.1
2023-05-23T04:00,11.3,0.00,0.00,0.00,0.00,57,15.7,28.4
2023-05-23T05:00,11.3,0.00,0.00,0.00,0.00,35,16.8,26.6
2023-05-23T06:00,11.6,0.00,0.00,0.00,0.00,64,20.2,36.4
2023-05-23T07:00,11.9,0.00,0.00,0.00,0.00,90,20.9,41.4
2023-05-23T08:00,12.5,0.00,0.00,0.00,0.00,93,20.5,42.5
2023-05-23T09:00,13.1,0.00,0.00,0.00,0.00,100,20.6,42.5
2023-05-23T10:00,13.6,0.00,0.00,0.00,0.00,100,18.5,42.5
2023-05-23T11:00,14.2,0.00,0.00,0.00,0.00,98,18.9,43.6
2023-05-23T12:00,14.6,0.00,0.00,0.00,0.00,65,18.4,41.0
2023-05-23T13:00,14.8,0.00,0.00,0.00,0.00,88,18.7,40.7
2023-05-23T14:00,14.5,0.00,0.00,0.00,0.00,98,19.1,42.1
2023-05-23T15:00,14.2,0.00,0.00,0.00,0.00,42,19.5,42.5
2023-05-23T16:00,13.7,0.00,0.00,0.00,0.00,25,21.0,40.3
2023-05-23T17:00,13.2,0.00,0.00,0.00,0.00,2,22.0,39.2
2023-05-23T18:00,12.4,0.00,0.00,0.00,0.00,0,19.8,34.9
2023-05-23T19:00,11.2,0.00,0.00,0.00,0.00,0,16.9,31.7
2023-05-23T20:00,10.2,0.00,0.00,0.00,0.00,0,15.1,27.4
2023-05-23T21:00,9.6,0.00,0.00,0.00,0.00,0,13.5,23.8
2023-05-23T22:00,9.1,0.00,0.00,0.00,0.00,0,10.7,19.1
2023-05-23T23:00,8.6,0.00,0.00,0.00,0.00,0,9.3,14.0
2023-05-24T00:00,8.0,0.00,0.00,0.00,0.00,0,8.4,11.5
2023-05-24T01:00,7.2,0.00,0.00,0.00,0.00,2,6.4,11.9
2023-05-24T02:00,6.5,0.00,0.00,0.00,0.00,8,8.2,12.6
2023-05-24T03:00,5.9,0.00,0.00,0.00,0.00,16,8.6,12.2
2023-05-24T04:00,5.7,0.00,0.00,0.00,0.00,10,8.0,12.6
2023-05-24T05:00,6.8,0.00,0.00,0.00,0.00,24,5.2,8.3
2023-05-24T06:00,9.8,0.00,0.00,0.00,0.00,61,4.1,11.9
2023-05-24T07:00,11.1,0.00,0.00,0.00,0.00,30,4.0,13.7
2023-05-24T08:00,12.3,0.00,0.00,0.00,0.00,34,4.3,15.8
2023-05-24T09:00,13.7,0.00,0.00,0.00,0.00,93,6.2,20.2
2023-05-24T10:00,14.7,0.00,0.00,0.00,0.00,51,7.0,24.8
2023-05-24T11:00,14.9,0.00,0.00,0.00,0.00,94,9.8,23.8
2023-05-24T12:00,15.1,0.10,0.10,0.00,0.00,93,9.7,23.0
2023-05-24T13:00,15.6,0.10,0.10,0.00,0.00,94,10.8,23.8
2023-05-24T14:00,15.8,0.10,0.10,0.00,0.00,81,13.0,24.5
2023-05-24T15:00,16.0,0.10,0.10,0.00,0.00,71,13.7,28.1
2023-05-24T16:00,15.7,0.00,0.00,0.00,0.00,55,14.1,29.2
2023-05-24T17:00,15.1,0.00,0.00,0.00,0.00,46,14.5,27.4
2023-05-24T18:00,14.6,0.00,0.00,0.00,0.00,43,13.7,25.6
2023-05-24T19:00,13.7,0.00,0.00,0.00,0.00,42,13.6,25.2
2023-05-24T20:00,12.8,0.00,0.00,0.00,0.00,43,13.5,24.8
2023-05-24T21:00,12.0,0.00,0.00,0.00,0.00,36,13.9,25.2
2023-05-24T22:00,11.4,0.00,0.00,0.00,0.00,29,14.7,24.1
2023-05-24T23:00,10.8,0.00,0.00,0.00,0.00,35,14.0,23.0
2023-05-25T00:00,10.5,0.00,0.00,0.00,0.00,62,13.0,21.6
2023-05-25T01:00,10.1,0.00,0.00,0.00,0.00,45,12.6,19.4
2023-05-25T02:00,9.8,0.00,0.00,0.00,0.00,28,11.8,19.1
2023-05-25T03:00,9.5,0.00,0.00,0.00,0.00,17,11.8,18.7
2023-05-25T04:00,9.0,0.00,0.00,0.00,0.00,2,10.7,18.0
2023-05-25T05:00,9.3,0.00,0.00,0.00,0.00,0,11.0,19.8
2023-05-25T06:00,10.5,0.00,0.00,0.00,0.00,0,11.0,23.4
2023-05-25T07:00,12.1,0.00,0.00,0.00,0.00,3,11.7,25.9
2023-05-25T08:00,13.5,0.00,0.00,0.00,0.00,35,14.1,30.2
2023-05-25T09:00,14.6,0.00,0.00,0.00,0.00,35,13.7,30.6
2023-05-25T10:00,15.5,0.00,0.00,0.00,0.00,67,14.8,33.8
2023-05-25T11:00,16.2,0.00,0.00,0.00,0.00,71,16.1,35.3
2023-05-25T12:00,16.6,0.00,0.00,0.00,0.00,68,16.8,35.6
2023-05-25T13:00,16.8,0.00,0.00,0.00,0.00,86,17.3,34.9
2023-05-25T14:00,16.9,0.00,0.00,0.00,0.00,90,17.1,34.2
2023-05-25T15:00,17.0,0.00,0.00,0.00,0.00,90,16.6,34.2
2023-05-25T16:00,16.8,0.00,0.00,0.00,0.00,88,16.2,32.8
2023-05-25T17:00,16.3,0.00,0.00,0.00,0.00,88,16.2,31.0
2023-05-25T18:00,15.6,0.00,0.00,0.00,0.00,81,15.0,26.6
2023-05-25T19:00,14.5,0.00,0.00,0.00,0.00,64,15.0,28.1
2023-05-25T20:00,13.5,0.00,0.00,0.00,0.00,62,15.7,29.5
2023-05-25T21:00,12.7,0.00,0.00,0.00,0.00,63,16.6,31.0
2023-05-25T22:00,11.8,0.00,0.00,0.00,0.00,50,17.7,30.6
2023-05-25T23:00,11.1,0.00,0.00,0.00,0.00,39,16.7,29.9
2023-05-26T00:00,10.5,0.00,0.00,0.00,0.00,32,15.6,27.7
2023-05-26T01:00,9.9,0.00,0.00,0.00,0.00,30,15.0,25.9
2023-05-26T02:00,9.4,0.00,0.00,0.00,0.00,22,14.8,24.5
2023-05-26T03:00,8.8,0.00,0.00,0.00,0.00,14,14.8,23.4
2023-05-26T04:00,8.2,0.00,0.00,0.00,0.00,9,15.5,24.1
2023-05-26T05:00,8.4,0.00,0.00,0.00,0.00,10,15.0,26.3
2023-05-26T06:00,9.2,0.00,0.00,0.00,0.00,4,17.6,33.5
2023-05-26T07:00,10.3,0.00,0.00,0.00,0.00,3,18.2,37.1
2023-05-26T08:00,11.6,0.00,0.00,0.00,0.00,1,18.1,37.8
2023-05-26T09:00,12.9,0.00,0.00,0.00,0.00,4,18.3,38.9
2023-05-26T10:00,14.3,0.00,0.00,0.00,0.00,3,16.8,39.6
2023-05-26T11:00,15.5,0.00,0.00,0.00,0.00,2,17.6,40.0
2023-05-26T12:00,16.6,0.00,0.00,0.00,0.00,0,18.1,40.0
2023-05-26T13:00,17.3,0.00,0.00,0.00,0.00,0,19.1,40.7
2023-05-26T14:00,17.7,0.00,0.00,0.00,0.00,0,19.6,41.0
2023-05-26T15:00,17.9,0.00,0.00,0.00,0.00,0,19.9,41.0
2023-05-26T16:00,17.7,0.00,0.00,0.00,0.00,1,20.4,40.3
2023-05-26T17:00,17.1,0.00,0.00,0.00,0.00,2,20.1,38.5
2023-05-26T18:00,16.3,0.00,0.00,0.00,0.00,3,17.8,32.8
2023-05-26T19:00,15.2,0.00,0.00,0.00,0.00,1,16.8,31.0
2023-05-26T20:00,13.8,0.00,0.00,0.00,0.00,0,17.3,31.7
2023-05-26T21:00,12.8,0.00,0.00,0.00,0.00,0,18.4,33.5
2023-05-26T22:00,11.8,0.00,0.00,0.00,0.00,0,17.8,33.1
2023-05-26T23:00,11.0,0.00,0.00,0.00,0.00,0,16.8,31.3
2023-05-27T00:00,10.2,0.00,0.00,0.00,0.00,0,16.1,28.4
2023-05-27T01:00,9.5,0.00,0.00,0.00,0.00,0,15.4,26.3
2023-05-27T02:00,8.9,0.00,0.00,0.00,0.00,0,15.2,25.2
2023-05-27T03:00,8.3,0.00,0.00,0.00,0.00,0,15.2,25.2
2023-05-27T04:00,7.9,0.00,0.00,0.00,0.00,7,15.0,24.8
2023-05-27T05:00,8.2,0.00,0.00,0.00,0.00,19,15.7,26.3
2023-05-27T06:00,9.3,0.00,0.00,0.00,0.00,29,15.5,28.8
2023-05-27T07:00,10.9,0.00,0.00,0.00,0.00,29,14.8,31.0
2023-05-27T08:00,12.6,0.00,0.00,0.00,0.00,28,13.7,30.2
2023-05-27T09:00,14.3,0.00,0.00,0.00,0.00,24,13.4,30.6
2023-05-27T10:00,15.9,0.00,0.00,0.00,0.00,16,13.7,31.0
2023-05-27T11:00,17.4,0.00,0.00,0.00,0.00,0,13.6,31.0
2023-05-27T12:00,18.7,0.00,0.00,0.00,0.00,0,13.3,30.2
2023-05-27T13:00,19.7,0.00,0.00,0.00,0.00,0,13.3,28.8
2023-05-27T14:00,20.3,0.00,0.00,0.00,0.00,0,12.8,27.0
2023-05-27T15:00,20.6,0.00,0.00,0.00,0.00,0,12.3,25.9
2023-05-27T16:00,20.6,0.00,0.00,0.00,0.00,0,11.6,24.1
2023-05-27T17:00,20.2,0.00,0.00,0.00,0.00,0,11.2,21.2
2023-05-27T18:00,19.4,0.00,0.00,0.00,0.00,0,9.3,15.5
2023-05-27T19:00,17.6,0.00,0.00,0.00,0.00,0,9.0,15.1
2023-05-27T20:00,15.9,0.00,0.00,0.00,0.00,0,10.4,16.9
2023-05-27T21:00,14.7,0.00,0.00,0.00,0.00,0,11.0,18.4
2023-05-27T22:00,13.9,0.00,0.00,0.00,0.00,0,11.9,17.3
2023-05-27T23:00,13.2,0.00,0.00,0.00,0.00,0,11.1,16.6
2023-05-28T00:00,12.6,0.00,0.00,0.00,0.00,0,10.2,15.8
2023-05-28T01:00,12.0,0.00,0.00,0.00,0.00,0,10.0,14.4
2023-05-28T02:00,11.4,0.00,0.00,0.00,0.00,0,10.1,14.4
2023-05-28T03:00,11.0,0.00,0.00,0.00,0.00,3,10.3,14.4
2023-05-28T04:00,10.7,0.00,0.00,0.00,0.00,8,9.9,15.1
2023-05-28T05:00,11.2,0.00,0.00,0.00,0.00,4,10.7,18.4
2023-05-28T06:00,12.9,0.00,0.00,0.00,0.00,14,10.4,21.6
2023-05-28T07:00,14.7,0.00,0.00,0.00,0.00,21,11.1,24.5
2023-05-28T08:00,16.6,0.00,0.00,0.00,0.00,23,11.5,25.9
2023-05-28T09:00,18.4,0.00,0.00,0.00,0.00,27,12.8,28.8
2023-05-28T10:00,19.9,0.00,0.00,0.00,0.00,15,14.8,31.3
2023-05-28T11:00,20.8,0.00,0.00,0.00,0.00,8,16.0,32.0
2023-05-28T12:00,21.5,0.00,0.00,0.00,0.00,11,15.8,32.4
2023-05-28T13:00,21.9,0.00,0.00,0.00,0.00,10,16.6,32.8
2023-05-28T14:00,22.1,0.00,0.00,0.00,0.00,12,17.5,33.5
2023-05-28T15:00,22.0,0.00,0.00,0.00,0.00,11,17.9,34.6
2023-05-28T16:00,21.6,0.00,0.00,0.00,0.00,1,19.3,36.0
2023-05-28T17:00,20.6,0.00,0.00,0.00,0.00,0,19.9,34.6
2023-05-28T18:00,19.4,0.00,0.00,0.00,0.00,0,21.0,35.6
2023-05-28T19:00,17.2,0.00,0.00,0.00,0.00,7,22.1,41.0
2023-05-28T20:00,15.7,0.00,0.00,0.00,0.00,3,22.7,41.4
2023-05-28T21:00,14.7,0.00,0.00,0.00,0.00,10,22.1,40.3
2023-05-28T22:00,13.8,0.00,0.00,0.00,0.00,28,19.8,37.4
2023-05-28T23:00,13.1,0.00,0.00,0.00,0.00,22,18.6,34.9
2023-05-29T00:00,12.4,0.00,0.00,0.00,0.00,11,19.2,34.9
2023-05-29T01:00,11.7,0.00,0.00,0.00,0.00,1,19.7,35.3
2023-05-29T02:00,11.1,0.00,0.00,0.00,0.00,2,20.1,34.9
2023-05-29T03:00,10.6,0.00,0.00,0.00,0.00,4,19.6,33.8
2023-05-29T04:00,10.1,0.00,0.00,0.00,0.00,0,18.9,33.1
2023-05-29T05:00,10.2,0.00,0.00,0.00,0.00,4,18.2,33.5
2023-05-29T06:00,10.8,0.00,0.00,0.00,0.00,10,20.4,39.6
2023-05-29T07:00,12.0,0.00,0.00,0.00,0.00,0,20.4,41.0
2023-05-29T08:00,13.4,0.00,0.00,0.00,0.00,27,20.1,41.4
2023-05-29T09:00,14.6,0.00,0.00,0.00,0.00,30,20.5,42.8
2023-05-29T10:00,15.7,0.00,0.00,0.00,0.00,29,20.9,45.4
2023-05-29T11:00,16.5,0.00,0.00,0.00,0.00,29,20.5,45.7
2023-05-29T12:00,17.1,0.00,0.00,0.00,0.00,29,20.1,45.0
2023-05-29T13:00,17.5,0.00,0.00,0.00,0.00,29,20.4,43.9
2023-05-29T14:00,17.7,0.00,0.00,0.00,0.00,30,20.8,42.1
2023-05-29T15:00,17.6,0.00,0.00,0.00,0.00,29,21.0,40.7
2023-05-29T16:00,17.4,0.00,0.00,0.00,0.00,27,21.1,40.7
2023-05-29T17:00,16.8,0.00,0.00,0.00,0.00,19,21.4,41.0
2023-05-29T18:00,15.9,0.00,0.00,0.00,0.00,7,19.8,36.4
2023-05-29T19:00,14.7,0.00,0.00,0.00,0.00,1,19.5,35.6
2023-05-29T20:00,13.5,0.00,0.00,0.00,0.00,2,19.2,35.3
2023-05-29T21:00,12.5,0.00,0.00,0.00,0.00,3,20.0,36.7
2023-05-29T22:00,11.6,0.00,0.00,0.00,0.00,4,19.0,36.7
2023-05-29T23:00,10.9,0.00,0.00,0.00,0.00,1,19.0,34.9
2023-05-30T00:00,10.2,0.00,0.00,0.00,0.00,6,18.4,32.0
2023-05-30T01:00,9.7,0.00,0.00,0.00,0.00,4,18.1,29.9
2023-05-30T02:00,9.2,0.00,0.00,0.00,0.00,0,17.6,29.2
2023-05-30T03:00,8.9,0.00,0.00,0.00,0.00,14,17.4,30.2
2023-05-30T04:00,8.7,0.00,0.00,0.00,0.00,18,16.9,30.6
2023-05-30T05:00,9.1,0.00,0.00,0.00,0.00,25,16.4,29.5
2023-05-30T06:00,10.2,0.00,0.00,0.00,0.00,27,21.6,37.4
2023-05-30T07:00,11.3,0.00,0.00,0.00,0.00,43,19.6,39.6
2023-05-30T08:00,12.5,0.00,0.00,0.00,0.00,19,18.7,38.9
2023-05-30T09:00,13.8,0.00,0.00,0.00,0.00,12,18.6,39.6
2023-05-30T10:00,15.0,0.00,0.00,0.00,0.00,15,17.2,39.6
2023-05-30T11:00,16.2,0.00,0.00,0.00,0.00,12,16.8,38.9
2023-05-30T12:00,17.1,0.00,0.00,0.00,0.00,6,17.2,38.9
2023-05-30T13:00,17.9,0.00,0.00,0.00,0.00,12,18.2,39.2
2023-05-30T14:00,18.2,0.00,0.00,0.00,0.00,22,18.7,38.5
2023-05-30T15:00,18.4,0.00,0.00,0.00,0.00,58,19.4,38.2
2023-05-30T16:00,18.2,0.00,0.00,0.00,0.00,66,19.3,37.4
2023-05-30T17:00,17.8,0.00,0.00,0.00,0.00,83,19.6,36.0
2023-05-30T18:00,17.0,0.00,0.00,0.00,0.00,4,19.9,31.0
2023-05-30T19:00,14.8,0.00,0.00,0.00,0.00,3,20.2,37.8
2023-05-30T20:00,14.0,0.00,0.00,0.00,0.00,2,19.5,36.0
2023-05-30T21:00,13.4,0.00,0.00,0.00,0.00,2,18.0,33.1
2023-05-30T22:00,12.8,0.00,0.00,0.00,0.00,1,17.6,30.2
2023-05-30T23:00,12.3,0.00,0.00,0.00,0.00,0,17.0,28.4
2023-05-31T00:00,11.8,0.00,0.00,0.00,0.00,8,15.3,27.7
2023-05-31T01:00,11.6,0.00,0.00,0.00,0.00,11,14.6,27.4
2023-05-31T02:00,11.3,0.00,0.00,0.00,0.00,17,14.6,27.7
2023-05-31T03:00,11.1,0.00,0.00,0.00,0.00,14,14.5,28.1
2023-05-31T04:00,10.9,0.00,0.00,0.00,0.00,4,14.5,27.4
2023-05-31T05:00,11.4,0.00,0.00,0.00,0.00,2,14.5,28.8
2023-05-31T06:00,12.6,0.00,0.00,0.00,0.00,0,15.8,32.8
2023-05-31T07:00,13.9,0.00,0.00,0.00,0.00,3,16.8,34.2
2023-05-31T08:00,15.7,0.00,0.00,0.00,0.00,3,17.1,36.0
2023-05-31T09:00,17.4,0.00,0.00,0.00,0.00,0,17.3,37.1
2023-05-31T10:00,19.0,0.00,0.00,0.00,0.00,0,18.1,38.2
2023-05-31T11:00,20.5,0.00,0.00,0.00,0.00,0,19.1,40.0
2023-05-31T12:00,21.5,0.00,0.00,0.00,0.00,0,20.2,41.8
2023-05-31T13:00,22.1,0.00,0.00,0.00,0.00,0,19.9,42.1
2023-05-31T14:00,22.5,0.00,0.00,0.00,0.00,0,19.6,41.0
2023-05-31T15:00,22.7,0.00,0.00,0.00,0.00,0,19.5,40.0
2023-05-31T16:00,22.5,0.00,0.00,0.00,0.00,2,18.8,37.8
2023-05-31T17:00,21.8,0.00,0.00,0.00,0.00,8,18.0,34.2
2023-05-31T18:00,20.6,0.00,0.00,0.00,0.00,8,17.1,31.0
2023-05-31T19:00,18.8,0.00,0.00,0.00,0.00,9,17.1,31.3
2023-05-31T20:00,16.9,0.00,0.00,0.00,0.00,14,17.9,32.8
2023-05-31T21:00,15.5,0.00,0.00,0.00,0.00,3,18.3,33.1
2023-05-31T22:00,14.4,0.00,0.00,0.00,0.00,0,17.8,32.8
2023-05-31T23:00,13.4,0.00,0.00,0.00,0.00,1,17.3,32.4
2023-06-01T00:00,12.5,0.00,0.00,0.00,0.00,3,16.1,30.2
2023-06-01T01:00,11.8,0.00,0.00,0.00,0.00,10,15.8,28.1
2023-06-01T02:00,11.2,0.00,0.00,0.00,0.00,9,15.8,25.9
2023-06-01T03:00,10.8,0.00,0.00,0.00,0.00,29,14.4,25.6
2023-06-01T04:00,10.3,0.00,0.00,0.00,0.00,53,14.1,25.2
2023-06-01T05:00,10.6,0.00,0.00,0.00,0.00,55,14.9,27.4
2023-06-01T06:00,11.2,0.00,0.00,0.00,0.00,90,13.8,31.3
2023-06-01T07:00,11.9,0.00,0.00,0.00,0.00,90,13.5,29.5
2023-06-01T08:00,13.1,0.00,0.00,0.00,0.00,78,14.5,31.7
2023-06-01T09:00,14.5,0.00,0.00,0.00,0.00,10,15.0,33.1
2023-06-01T10:00,16.2,0.00,0.00,0.00,0.00,0,15.2,34.2
2023-06-01T11:00,17.6,0.00,0.00,0.00,0.00,0,15.0,35.3
2023-06-01T12:00,18.6,0.00,0.00,0.00,0.00,2,15.5,36.7
2023-06-01T13:00,19.1,0.00,0.00,0.00,0.00,0,17.0,39.2
2023-06-01T14:00,19.0,0.00,0.00,0.00,0.00,0,18.7,41.4
2023-06-01T15:00,18.3,0.00,0.00,0.00,0.00,0,20.7,42.5
2023-06-01T16:00,17.3,0.00,0.00,0.00,0.00,0,22.1,42.8
2023-06-01T17:00,16.1,0.00,0.00,0.00,0.00,0,22.1,42.1
2023-06-01T18:00,14.8,0.00,0.00,0.00,0.00,1,21.1,39.2
2023-06-01T19:00,13.1,0.00,0.00,0.00,0.00,6,19.3,35.6
2023-06-01T20:00,12.1,0.00,0.00,0.00,0.00,44,18.5,34.2
2023-06-01T21:00,11.5,0.00,0.00,0.00,0.00,72,17.3,32.4
2023-06-01T22:00,11.3,0.00,0.00,0.00,0.00,89,15.3,34.6
2023-06-01T23:00,11.1,0.00,0.00,0.00,0.00,90,16.7,32.8
2023-06-02T00:00,10.9,0.00,0.00,0.00,0.00,90,18.0,32.4
2023-06-02T01:00,10.7,0.00,0.00,0.00,0.00,89,18.2,31.3
2023-06-02T02:00,10.6,0.00,0.00,0.00,0.00,90,17.2,31.0
2023-06-02T03:00,10.5,0.00,0.00,0.00,0.00,90,17.6,30.6
2023-06-02T04:00,10.4,0.00,0.00,0.00,0.00,90,16.6,31.0
2023-06-02T05:00,10.4,0.00,0.00,0.00,0.00,90,16.3,32.4
2023-06-02T06:00,10.5,0.00,0.00,0.00,0.00,90,16.9,31.7
2023-06-02T07:00,10.9,0.00,0.00,0.00,0.00,90,16.8,33.8
2023-06-02T08:00,11.4,0.00,0.00,0.00,0.00,90,16.0,33.8
2023-06-02T09:00,12.3,0.00,0.00,0.00,0.00,90,15.3,33.8
2023-06-02T10:00,13.3,0.00,0.00,0.00,0.00,90,14.8,33.8
2023-06-02T11:00,14.7,0.00,0.00,0.00,0.00,89,14.6,33.5
2023-06-02T12:00,15.7,0.00,0.00,0.00,0.00,63,15.2,33.1
2023-06-02T13:00,16.5,0.00,0.00,0.00,0.00,58,15.9,33.8
2023-06-02T14:00,17.2,0.00,0.00,0.00,0.00,52,16.6,36.0
2023-06-02T15:00,17.5,0.00,0.00,0.00,0.00,49,17.1,36.0
2023-06-02T16:00,17.6,0.00,0.00,0.00,0.00,60,17.7,35.6
2023-06-02T17:00,17.5,0.00,0.00,0.00,0.00,65,18.1,35.3
2023-06-02T18:00,17.1,0.00,0.00,0.00,0.00,88,16.8,31.0
2023-06-02T19:00,15.5,0.00,0.00,0.00,0.00,66,15.9,29.9
2023-06-02T20:00,14.8,0.00,0.00,0.00,0.00,40,15.8,29.5
2023-06-02T21:00,14.2,0.00,0.00,0.00,0.00,40,15.5,27.7
2023-06-02T22:00,13.7,0.00,0.00,0.00,0.00,43,14.5,24.8
2023-06-02T23:00,13.7,0.00,0.00,0.00,0.00,21,13.7,23.4
2023-06-03T00:00,13.2,0.00,0.00,0.00,0.00,22,13.4,22.0
2023-06-03T01:00,13.2,0.00,0.00,0.00,0.00,9,13.2,22.3
2023-06-03T02:00,13.0,0.00,0.00,0.00,0.00,11,13.2,22.3
2023-06-03T03:00,12.8,0.00,0.00,0.00,0.00,12,13.0,22.3
2023-06-03T04:00,12.7,0.00,0.00,0.00,0.00,7,13.0,22.7
2023-06-03T05:00,13.1,0.00,0.00,0.00,0.00,17,14.6,24.8
2023-06-03T06:00,14.1,0.00,0.00,0.00,0.00,32,15.0,27.4
2023-06-03T07:00,15.7,0.00,0.00,0.00,0.00,37,16.1,33.1
2023-06-03T08:00,16.9,0.00,0.00,0.00,0.00,24,15.2,32.4
2023-06-03T09:00,18.2,0.00,0.00,0.00,0.00,19,17.3,36.7
2023-06-03T10:00,19.1,0.00,0.00,0.00,0.00,3,18.7,41.4
2023-06-03T11:00,19.9,0.00,0.00,0.00,0.00,3,19.6,41.4
2023-06-03T12:00,20.5,0.00,0.00,0.00,0.00,0,19.7,40.7
2023-06-03T13:00,21.1,0.00,0.00,0.00,0.00,0,19.7,40.3
2023-06-03T14:00,21.4,0.00,0.00,0.00,0.00,0,19.3,40.0
2023-06-03T15:00,21.5,0.00,0.00,0.00,0.00,0,18.9,38.9
2023-06-03T16:00,21.3,0.00,0.00,0.00,0.00,0,18.9,37.4
2023-06-03T17:00,20.8,0.00,0.00,0.00,0.00,0,18.3,34.9
2023-06-03T18:00,19.9,0.00,0.00,0.00,0.00,0,16.5,29.9
2023-06-03T19:00,18.4,0.00,0.00,0.00,0.00,0,15.7,28.1
2023-06-03T20:00,16.9,0.00,0.00,0.00,0.00,0,15.4,27.4
2023-06-03T21:00,15.9,0.00,0.00,0.00,0.00,0,15.0,26.6
2023-06-03T22:00,15.0,0.00,0.00,0.00,0.00,0,15.1,25.2
2023-06-03T23:00,14.2,0.00,0.00,0.00,0.00,0,13.8,24.1
2023-06-04T00:00,13.6,0.00,0.00,0.00,0.00,0,13.2,23.4
2023-06-04T01:00,13.0,0.00,0.00,0.00,0.00,0,13.0,22.7
2023-06-04T02:00,12.4,0.00,0.00,0.00,0.00,0,13.2,22.7
2023-06-04T03:00,11.8,0.00,0.00,0.00,0.00,0,13.0,23.0
2023-06-04T04:00,11.4,0.00,0.00,0.00,0.00,0,12.5,22.7
2023-06-04T05:00,11.7,0.00,0.00,0.00,0.00,0,13.0,23.4
2023-06-04T06:00,13.0,0.00,0.00,0.00,0.00,0,13.0,25.6
2023-06-04T07:00,14.7,0.00,0.00,0.00,0.00,0,13.7,28.8
2023-06-04T08:00,16.4,0.00,0.00,0.00,0.00,0,13.6,29.5
2023-06-04T09:00,18.2,0.00,0.00,0.00,0.00,0,14.3,31.7
2023-06-04T10:00,19.7,0.00,0.00,0.00,0.00,0,15.6,36.4
2023-06-04T11:00,20.7,0.00,0.00,0.00,0.00,0,16.8,38.5
2023-06-04T12:00,21.4,0.00,0.00,0.00,0.00,0,16.1,37.4
2023-06-04T13:00,22.0,0.00,0.00,0.00,0.00,0,15.8,36.4
2023-06-04T14:00,22.2,0.00,0.00,0.00,0.00,0,15.8,35.6
2023-06-04T15:00,22.2,0.00,0.00,0.00,0.00,0,16.2,34.6
2023-06-04T16:00,21.9,0.00,0.00,0.00,0.00,3,17.6,33.8
2023-06-04T17:00,21.1,0.00,0.00,0.00,0.00,1,18.3,32.8
2023-06-04T18:00,19.8,0.00,0.00,0.00,0.00,0,17.5,31.3
2023-06-04T19:00,17.6,0.00,0.00,0.00,0.00,0,19.4,36.0
2023-06-04T20:00,15.9,0.00,0.00,0.00,0.00,0,19.5,35.6
2023-06-04T21:00,14.7,0.00,0.00,0.00,0.00,0,18.7,33.5
2023-06-04T22:00,13.8,0.00,0.00,0.00,0.00,0,17.2,31.0
2023-06-04T23:00,13.1,0.00,0.00,0.00,0.00,0,15.9,28.4
2023-06-05T00:00,12.6,0.00,0.00,0.00,0.00,0,15.3,26.3
2023-06-05T01:00,12.1,0.00,0.00,0.00,0.00,0,15.1,24.8
2023-06-05T02:00,11.6,0.00,0.00,0.00,0.00,0,14.8,23.8
2023-06-05T03:00,11.1,0.00,0.00,0.00,0.00,0,14.2,22.7
2023-06-05T04:00,10.7,0.00,0.00,0.00,0.00,0,13.9,22.0
2023-06-05T05:00,11.1,0.00,0.00,0.00,0.00,0,14.4,23.8
2023-06-05T06:00,12.3,0.00,0.00,0.00,0.00,0,15.0,28.4
2023-06-05T07:00,13.4,0.00,0.00,0.00,0.00,0,14.7,31.0
2023-06-05T08:00,15.1,0.00,0.00,0.00,0.00,0,14.1,32.0
2023-06-05T09:00,16.8,0.00,0.00,0.00,0.00,0,14.5,33.1
2023-06-05T10:00,18.4,0.00,0.00,0.00,0.00,0,14.7,33.8
